location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
2162178,"Berlin Leipziger Straße (MC)","pm10",41.82,"µg/m³","2025-11-08T01:00:00Z","2025-11-08T02:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",45.66,"µg/m³","2025-11-08T02:00:00Z","2025-11-08T03:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",41.97,"µg/m³","2025-11-08T03:00:00Z","2025-11-08T04:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",41.53,"µg/m³","2025-11-08T04:00:00Z","2025-11-08T05:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",36.86,"µg/m³","2025-11-08T05:00:00Z","2025-11-08T06:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",32.93,"µg/m³","2025-11-08T06:00:00Z","2025-11-08T07:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",29.06,"µg/m³","2025-11-08T07:00:00Z","2025-11-08T08:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",28.25,"µg/m³","2025-11-08T08:00:00Z","2025-11-08T09:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",28.65,"µg/m³","2025-11-08T09:00:00Z","2025-11-08T10:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",29.19,"µg/m³","2025-11-08T10:00:00Z","2025-11-08T11:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",30.48,"µg/m³","2025-11-08T11:00:00Z","2025-11-08T12:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",37.35,"µg/m³","2025-11-08T12:00:00Z","2025-11-08T13:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",38.2,"µg/m³","2025-11-08T13:00:00Z","2025-11-08T14:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",35.33,"µg/m³","2025-11-08T14:00:00Z","2025-11-08T15:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",34.52,"µg/m³","2025-11-08T15:00:00Z","2025-11-08T16:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",34.72,"µg/m³","2025-11-08T16:00:00Z","2025-11-08T17:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",33.4,"µg/m³","2025-11-08T17:00:00Z","2025-11-08T18:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",31.49,"µg/m³","2025-11-08T18:00:00Z","2025-11-08T19:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",35.37,"µg/m³","2025-11-08T20:00:00Z","2025-11-08T21:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",37.26,"µg/m³","2025-11-08T21:00:00Z","2025-11-08T22:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",40.74,"µg/m³","2025-11-08T22:00:00Z","2025-11-08T23:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",40.12,"µg/m³","2025-11-08T23:00:00Z","2025-11-09T00:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm10",40.24,"µg/m³","2025-11-09T00:00:00Z","2025-11-09T01:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",32.99,"µg/m³","2025-11-08T01:00:00Z","2025-11-08T02:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",36.2,"µg/m³","2025-11-08T02:00:00Z","2025-11-08T03:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",33.55,"µg/m³","2025-11-08T03:00:00Z","2025-11-08T04:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
